index,review,true_label,predicted_label,confidence,prob_negative,prob_positive,Noise Narrator 1,Noise Narrator 2
3020,“جيد ومقبول”. بصراحه انا في البدايه حجزت موده النور وعندما جيتهم لم ارغب في السكن لديهم فاردت الغاء الحجز فذهب للتسويق عند شخص اسمه عثمان في موده الواحه فاقنعني بالسكن في موده الواحه ووجدت الوضع افضل بكثير ونزل لي في السعر الموجود في البوكنق وكان تعامله ممتازومن ناحيه الفندق انا معجب فيه من عده نواحي :١- قربه من الحرم٥ دقايق وانا داخل الحرم٢- الاثاث جيد نوعا ما٣- عند التدخول للفندق تشم رايحه طيب ( بخور ) ميزه٤- وجود بقاله اسفل الفندق ( مع انها غاليه في بعض الاشياء)واذا احتجت متاجر اكبر بت داوود جنبك في الموفنبيك. ١- عدم توفر مواقف سيارات كافيه للنزلاء مما يجعل المرور يسحب سيارتك ويضع هديه بورقه صفراء علي القزاز ( مخالفه)مما جعلني اوقف سيارتي في مواقف الحرم الساعه ١ ريال وانا مرتاح البال٢- الاستقبال ما يرد علي اتصالك من هاتف الغرفه لزم تنزل تقول لهم وش تبغي ٣- ما ينظف الغرفه الا بشق الانفس٤- ممكن يجيك ضيف في الغرفه في اي وقت ( مستاجر جديد)وحصل معي س ١٢:٣٠ صان تم طرق الباب علي وكنت علي وشك النوم فلم استجب له اولاثم بعد استمرار الطرق اكثر من ثلاث مرات فتحت فاذا بالعامل ومعه بطاقه الباب ومع نزيل فتاسف والقي باللوم علي الاستقبال فتم سحب البطاقه منه بعد اتضح ان بطاقتي تم الغاءها وتم تنشيط بطاقه النزيل الجديد مكانهابعدها اتصل الاستقبال يتاسف من هذا الغلط وانه بدون قصد ( لازم يهتمون بهذا الامر )٥- وقت الذروه يبغي لك نصف ساعه او اكثر تمسك سري عند الاصنصيل ( زحمه قبل الصلوات )٦- المطعم ما فيه الا وجبه فطور ( لم اعجب بالاصناف ) ومع ذلك عليهاا رسوم ٢٥ ريال للشخص٧- النت غير موفر الا عند الاستقبال فقط,Negative,Positive,0.918865025,0.081134997,0.918865025,TRUE,FALSE
7314,“جيده”. قربه من الاماكن التي تعجبني. نقص في بعض الخدمات المقدمه للغرف,Negative,Positive,0.918113232,0.081886768,0.918113232,TRUE,
10393,“الطائف”. الموقع. دورات المياه والاثاث,Negative,Positive,0.917751372,0.082248621,0.917751372,TRUE,
2191,“ليس به غير قرب المكان من الحرم المكي الشريف”. الموقع مناسب بالنسبه للحرم. وجود جلسات استراحه امام مدخل الغرف مما يتسبب في الازعاج من قبل بعض الزوار وجلستهم للدردشه امام الغرف دون مراعاه للضيوف النزلاء,Negative,Positive,0.9174698,0.08253026,0.9174698,FALSE,
6318,“جيده”. النظافه. الرقم المسجل في الموقع مفصوال,Negative,Positive,0.916914821,0.083085217,0.916914821,TRUE,
7550,“جيد”. توفر التلفاز في الصاله والغرف .. والموظفين متعاونين لقد انتهت بطاريه سيارتنا وقاموا بمساعدتنا بكل رحابه صدر. الاثاث قديم والمساحات ضيقه حجزت غرفه وصاله والحمام ضيق ولم يتم توفير الفرشاه والمعجون والافطار كميه قليله جدا مقارنه بالمبلغ الدفوع. وطلبت لحاف ومخدات ولم يتم الترفير بالعدد المطلوب والسعر غالي,Negative,Positive,0.913006723,0.086993255,0.913006723,FALSE,TRUE
6707,“التطور مطلوب”. الموقع. عدم توفر المواقف للسيارات عدم توفر الواي فاي في الغرف مجانا,Negative,Positive,0.911617637,0.088382356,0.911617637,FALSE,
9890,"“لا باس به ، موقعه قريب من الحرم”. بشاشه موظفي الاستقبالالافطار جيدقرب الموقع. احد الاسره ذو مرتبه قاسيه جداالتلفاز في احد الغرف لا يعمللا توجد سجاده صلاه لا يوجد واي فاي بالغرف",Negative,Positive,0.907207549,0.092792481,0.907207549,FALSE,TRUE
10057,“الاقامه في ايبيس”. النظافه. موقعه + ضيق الغرف + جاي تعبان يقولي مافيه احد يخدمك اخدم نفسك وطلع او نزل الشنط هذا فندق رجال اعمال + السرير ضيق,Negative,Positive,0.905412912,0.094587103,0.905412912,FALSE,
9163,“مااجمل سنترو روتانا ابوظبي”. وجود الغرف التي قمت بحجزها. النظافه,Negative,Positive,0.903630614,0.096369416,0.903630614,TRUE,
6847,“الرياض”. . الاكل في الغرف سيي للغايه,Negative,Positive,0.898618877,0.101381183,0.898618877,FALSE,
3608,"“شرح مفصل لاقامه ٥ ليالي”. اهلا،،من باب اننا نتساعد قيمت لكم والا عمري والله ماحبيت هالتقييمات..الشي الوحيد اللي اعجبني انه قريب من الحرم ولله الحمد. سكنت ٥ ايام تقريبا،،دخلت وطلعت وماجتني المغسله ع كثر ماطلبتهم.اتصلت اطلب قهوه وتاخر علي،،دقيت اشيك قال ي اخي ماانت بالغرفه..طلع رقم تحويلتي يختلف عن الغرفه😩المواقف المواقف اسوا شي واجهني.البوفيه خصوصا الافطار زحمه زحمه واكلهم اللهم لك الحمد .ماادري هل هو عشان زحمه اجازه وموسم والا فعلا ماعندهم دبره...للامانه المواقف تقريبا ٢٠ ويعطونك كرت تدخل واذا مليانه مافيه موقف مايدخلونك...توقف بعيييد بعد مسافه ٧٠٠ متر(موقف نظامي) واذا تبي تغامر بالشوارع جنبك عاد شي ثاني.دعواتي لكم بالتوفيق",Negative,Positive,0.897363245,0.102636769,0.897363245,FALSE,
10391,“لاباس به لمن لديه نساء”. القرب من الحرم وخاصه للنساء. الغرف ضيقه جدا,Negative,Positive,0.897114396,0.102885641,0.897114396,FALSE,TRUE
2173,“فكر كثيرا قبل اتخاذ القرار”. الموقع والخدمات القريبه. الحقيقه احد موظفي الامن غير مهتم بنظافته الشخصيه وكانه لم يستحم من سنه وهو واجه الفندق,Negative,Positive,0.896445215,0.103554733,0.896445215,FALSE,
3562,“يعتبر عنونا للخدمات المتواضعه جدا”. الموقع جيد. الواي فاي سئ للغايهمواقف السيارات سيئه جدا جدا جدا ولا يوجد درج كهربائي من المواقف للغرف,Negative,Positive,0.895683527,0.10431648,0.895683527,FALSE,
3137,“لا ينفع للعرسان نهائيا”. الموقع - فخامه المبني - الهدوء. بطاقه الغرفه لاتفتح حيث انني كم مره اخرج من الغرفه واعود واجد البطاقه لاتفتح الباب واتصل عليهم وانتظر طويلا حتي ياتي احد منهم ببطاقه اخري ليفتح الباب. كذلك المطعم دون المستوي وكذلك بكج العرسان 0 من عشره. حاطين كم حبه ورده وكيكه صغيره جدا وحبيتين موز وعنب. الجو العام شبه كئيب,Negative,Positive,0.883549571,0.116450369,0.883549571,TRUE,FALSE
2359,“يورك قديم”. موقعه بوسط البلدتعامل الموظفين ودودعدم سحب مبلغ تامينتاخير موعد المغادره. مواقف سيارات (متوفره وتحتاج سياره للذهاب للموقف)التلفز قديم والقنوات قليلهعدم توفر غلايه,Negative,Positive,0.879264772,0.120735176,0.879264772,FALSE,TRUE
3066,“دبر نفسك في هذا الفندق”. الباركن والوايفاي والهدوء. لا تتوفر ادوات الحمام سوي منشفه والباقي دبر نفسك,Negative,Positive,0.87878269,0.121217296,0.87878269,FALSE,TRUE
3738,“فندق جميل”. الهدوء. النظافه سيئه .. لي يومين واضع ورقه تنظيف الغرفه علي الباب ولم يتم التنظيف,Negative,Positive,0.875094056,0.124905877,0.875094056,TRUE,FALSE
4433,“حفر الباطن _ السعوديه”. مطاعم متوفره بكثره بالفندق. لا يوجد لوحه باسم الفندق والعنوان غير واضحه حيث ان الفندق يقع خلف دار التوحيد ولا توجد المواقف الجهه,Negative,Positive,0.84774518,0.15225485,0.84774518,FALSE,
1143,“الموقع ممتازلقربه من منطقه البلدو اطلاله علي البحيره”. الموقع والسرير. النظافه,Negative,Positive,0.835141599,0.164858446,0.835141599,TRUE,
5300,“اللحياني . كم”. اشكركم فريق بوكنجبس حبيت اود انتبهكم بان فريق العمل في فندق اراك المجيدي تعاملهم سي جدا في الرسبشان مع العلم بان الحجز كان معه موقف سياره وقالوا لازم تدفع كل يوم 50 ريال للموقف عمليه استغلال من الفندق والموظفين ليش هذا باقي الفنادق جميعها موفره مواقف للنزالاء هذا ولكم تحياتي. عدم التعاون من قبل موظفين الرسبشان,Negative,Positive,0.825030982,0.174969047,0.825030982,FALSE,
8037,“شكرا”. موقع واعلان الفندق. النظافه والسعر,Negative,Positive,0.817160428,0.182839602,0.817160428,TRUE,
3407,“الاستقبال”. . تم حجز غرفه سرير توائم ولم اتيت الي الفندق محجوز لي قياسي وزاد السعر عندي بالعقد من الموقع البوكنق توئم وعند الفندق بالعقد قياسي الرجاء التاكد,Negative,Positive,0.74764806,0.25235191,0.74764806,FALSE,
7720,“لايستحق المبلغ المدفوع”. النظافه ممتازه والهدوء والاستقبال وكذلك وجبه الفطور. القيمه مرتفعه مقابل الخدمهلم يكن السكن في المبني الرئيسي وهذه يجب الانتباه لها فبل الحجز لان الموضوع مبهم ولايتضح لك ذلك الا بعد دفع المبلغ للاسف,Negative,Positive,0.743260145,0.256739825,0.743260145,FALSE,
8073,“فندق ريفان”. الواي فاي. كل شي متعلق بالغرفه,Negative,Positive,0.730929255,0.269070804,0.730929255,FALSE,TRUE
4580,“الاسعار مختلفه عن البوكنق”. موقع الشقق قريب من المترو. حجزت من البوكنق ب313 ريال ولما وصلت ابغي اسكن اخذ مني 460 ريال ايضا نظافه الاثاث,Negative,Positive,0.700215518,0.299784482,0.700215518,FALSE,
6345,“جيد جدا”. اعجبني الهدوء بالممرات الغرف نظافه كانت جيده. الموظفون لم يكون بكامل الابتسامهدخول الزوار 240 درهم حرام وظلم ياخذون هالفلوس للزوارالاكل غالي جدا ولا يوجد تنوع كامل سعر غسيل الملابس والكويغاليه جدا جدا جدا مقارنه بفنادق 5 نجوم وعالميه اسعرها مناسبهعند مغادرت الفندق وجدت مبالغ اضافيه حسبوها عليسرت انا واياهم في جدال كبير حتي ابعدو عن المبلغ اللي اضافوه بغير حق,Negative,Positive,0.677585125,0.322414905,0.677585125,TRUE,FALSE
5838,“Cap ten ali. ✈️”. الشكر للاخ احمد الهنيدي والسيد. اكرامي الدمياطي. الطاقم العمال النظافه وعدم الالمام بالمهام الموكلين بالعمل ووعد الاخ. الاستاذ. احمد بتغير الطاقم الهاوس سكيب قريباولي ملاحظه بشان التطوير مهم من المالك والمدير المسئول عنه وكذلك الطاقم بالرسبش المتابعه مهمه للنجاح والتطوير. والشكر الجزيل لهم مع اني كان هناك تفاهم بيني وبين الموظف فيصل يكون التمديد لغايه الساعه ٧ بشان الرحله وافادني. تمام باللغه اللغه لديه وتفاجات ان حين قمت بتوديعه وتشيكه للغرفه فاجاني بدفع ٢٢٥ نصف يوم. هنا يجيب ان يفهم ويتفهم ويفهم النزيل سوف يكون دفع وهذه لا مشكله لي ولكن خاب واستخاب فال لي الزم دفع,Negative,Positive,0.630207717,0.369792283,0.630207717,FALSE,
6862,“فندق جميل لكن دفت زياده عن حجزي 140 درهم تقريبا”. الفندق جيد لكن يريد السكن قريب من عمله. لا يقدم بالمني شاي و كافي والمشكله الازعاج,Negative,Positive,0.606630087,0.393369943,0.606630087,FALSE,TRUE
2794,“الفندق ٤ نجوم او اقل”. صف السياراتواي فاي فريسرير اضافي فريالنظافه جيدهسرير مريحديكور جديدقنوات شوتايممكواه لكي الملابسسخان ماء للشاهي والقهوهمسبح خارجي. التاخير في الدخولالانترنت ضعيف في بعض الاحيانالتكييف ضعيفالشور للاستحمام بارد ولم اعرف كيف اشغلهالشامبو يجعد الشعرقنوات التلفاز تتقطع في حال ضعف الانتر نتلا يوجد محول كهرباء قريب في الصالهبعيد عن المدينهاسعار المطعم في حال الطلب في الغرفه اوالبوفيه مبالغ فيها١بيبسي ١٨ درهم مع السيرفس ١٠ دراهم المجموع ٢٨ درهمواضافه مبلغ وقدره ٤٠ درهم كل ليله علي سعر الغرفه بمسما سياحه وانا مواطن وليسا سايحا,Negative,Positive,0.601063192,0.398936808,0.601063192,FALSE,
4144,“شي ندمت عليه”. البراحه والوسع في الشقه. اخذ مقابل من المال لاستخدامي الهاتف بالاتصال لخدمه الغرف وكان 8 دراهم وهذا لم اعهده من قبل,Negative,Positive,0.521791041,0.478208959,0.521791041,FALSE,
Count,,,,,,260,,
